facility_id,day,total_staff,nurses_on_duty,doctors_on_duty,beds_occupied,beds_available,patient_visits,avg_congestion,weighted_demand,staff_to_patient_ratio,beds_occupancy_ratio
HF_L4_005,7/10/2023,83,34,25,240,104,33,297.6363636,58,2.441176471,2.307692308
HF_L4_005,7/11/2023,53,53,28,184,129,41,344.8536585,66,1.261904762,1.426356589
HF_L4_005,7/12/2023,64,46,20,226,102,29,323.7241379,43,2.133333333,2.215686275
HF_L4_005,7/13/2023,54,52,22,228,99,33,325.6969697,43,1.588235294,2.303030303
HF_L4_005,7/14/2023,55,50,21,221,109,25,314.68,28,2.115384615,2.027522936
HF_L4_005,7/15/2023,72,46,23,179,110,40,307.325,58,1.756097561,1.627272727
HF_L4_005,7/16/2023,77,53,22,172,111,31,297.8064516,47,2.40625,1.54954955
HF_L4_005,7/17/2023,65,52,22,156,115,28,297.3928571,43,2.24137931,1.356521739
HF_L4_005,7/18/2023,63,50,20,252,77,35,304.8857143,60,1.75,3.272727273
HF_L4_005,7/19/2023,56,29,20,226,94,36,280.2222222,51,1.513513514,2.404255319
HF_L4_005,7/20/2023,69,37,22,193,108,33,283.969697,49,2.029411765,1.787037037
HF_L4_005,7/21/2023,77,37,21,227,111,35,279.7714286,45,2.138888889,2.045045045
HF_L4_005,7/22/2023,53,32,24,204,107,23,287.2173913,48,2.208333333,1.906542056
HF_L4_005,7/23/2023,76,34,18,247,127,27,323.7407407,37,2.714285714,1.94488189
HF_L4_005,7/24/2023,62,38,28,253,116,38,357.9736842,58,1.58974359,2.181034483
HF_L4_005,7/25/2023,55,42,19,254,98,35,261.8,55,1.527777778,2.591836735
HF_L4_005,7/26/2023,44,43,24,215,137,33,278.3939394,42,1.294117647,1.569343066
HF_L4_005,7/27/2023,76,44,16,169,111,29,259.7241379,43,2.533333333,1.522522523
HF_L4_005,7/28/2023,57,28,22,204,109,42,250.952381,64,1.325581395,1.871559633
HF_L4_005,7/29/2023,79,38,29,222,113,31,302.1290323,37,2.46875,1.96460177
HF_L4_005,7/30/2023,75,43,24,269,113,25,358.68,28,2.884615385,2.380530973
HF_L4_005,7/31/2023,65,39,25,193,112,27,296.2222222,52,2.321428571,1.723214286
HF_L4_005,8/1/2023,54,33,17,244,107,27,237.9259259,47,1.928571429,2.280373832
HF_L4_005,8/2/2023,67,34,22,276,115,35,312.4571429,41,1.861111111,2.4
HF_L4_005,8/3/2023,71,32,25,208,112,28,331.6785714,41,2.448275862,1.857142857
HF_L4_005,8/4/2023,55,40,19,163,110,36,278.7777778,49,1.486486486,1.481818182
HF_L4_005,8/5/2023,38,41,29,179,116,35,325.9428571,51,1.055555556,1.543103448
HF_L4_005,8/6/2023,70,59,21,256,97,23,251.3043478,34,2.916666667,2.639175258
HF_L4_005,8/7/2023,42,38,20,167,103,41,270.8780488,72,1,1.621359223
HF_L4_005,8/8/2023,64,51,31,140,101,24,306.1666667,40,2.56,1.386138614
HF_L4_005,8/9/2023,91,36,29,181,91,30,323.2,41,2.935483871,1.989010989
HF_L4_005,8/10/2023,74,44,23,116,100,28,318.3571429,44,2.551724138,1.16
HF_L4_005,8/11/2023,60,37,19,189,118,27,317.1851852,41,2.142857143,1.601694915
HF_L4_005,8/12/2023,68,34,22,194,84,33,242.1212121,42,2,2.30952381
HF_L4_005,8/13/2023,52,46,20,236,81,36,337.1666667,61,1.405405405,2.913580247
HF_L4_005,8/14/2023,55,26,28,256,110,37,291.2162162,58,1.447368421,2.327272727
HF_L4_005,8/15/2023,66,46,24,140,93,24,256.2916667,46,2.64,1.505376344
HF_L4_005,8/16/2023,51,46,22,238,91,52,301.2884615,83,0.962264151,2.615384615
HF_L4_005,8/17/2023,55,40,19,211,81,36,228,59,1.486486486,2.604938272
HF_L4_005,8/18/2023,72,34,25,212,72,26,294.7692308,40,2.666666667,2.944444444
HF_L4_005,8/19/2023,70,35,29,204,119,27,266.4814815,44,2.5,1.714285714
HF_L4_005,8/20/2023,53,29,19,163,104,36,312.3333333,53,1.432432432,1.567307692
HF_L4_005,8/21/2023,54,47,20,149,124,34,283.0588235,46,1.542857143,1.201612903
HF_L4_005,8/22/2023,63,52,19,252,124,29,305.1034483,46,2.1,2.032258065
HF_L4_005,8/23/2023,58,34,20,223,90,38,298.3947368,58,1.487179487,2.477777778
HF_L4_005,8/24/2023,50,38,22,184,100,34,298.4117647,50,1.428571429,1.84
HF_L4_005,8/25/2023,69,37,16,196,89,29,284.3793103,46,2.3,2.202247191
HF_L4_005,8/26/2023,53,32,14,210,99,32,293.625,50,1.606060606,2.121212121
HF_L4_005,8/27/2023,73,48,27,131,106,38,291.2631579,51,1.871794872,1.235849057
HF_L4_005,8/28/2023,66,43,14,232,85,39,293.3333333,70,1.65,2.729411765
HF_L4_005,8/29/2023,59,56,25,172,112,36,274.1944444,52,1.594594595,1.535714286
HF_L4_005,8/30/2023,60,31,17,194,112,40,296.7,53,1.463414634,1.732142857
HF_L4_005,8/31/2023,57,39,23,225,109,29,299.0689655,42,1.9,2.064220183
HF_L4_005,9/1/2023,77,48,16,152,113,31,305.1612903,50,2.40625,1.345132743
HF_L4_005,9/2/2023,83,44,28,237,93,29,292.6206897,41,2.766666667,2.548387097
HF_L4_005,9/3/2023,76,40,21,114,89,27,304.8148148,49,2.714285714,1.280898876
HF_L4_005,9/4/2023,75,32,27,105,75,35,276.2857143,54,2.083333333,1.4
HF_L4_005,9/5/2023,72,32,21,242,102,37,299.2432432,48,1.894736842,2.37254902
HF_L4_005,9/6/2023,76,42,21,168,78,31,324.7096774,51,2.375,2.153846154
HF_L4_005,9/7/2023,73,50,17,254,134,39,249.5384615,52,1.825,1.895522388
HF_L4_005,9/8/2023,82,38,21,232,112,38,254.5,58,2.102564103,2.071428571
HF_L4_005,9/9/2023,56,26,18,193,90,33,285.9090909,48,1.647058824,2.144444444
HF_L4_005,9/10/2023,55,38,25,184,91,31,312.7419355,56,1.71875,2.021978022
HF_L4_005,9/11/2023,68,39,25,202,77,32,294.875,38,2.060606061,2.623376623
HF_L4_005,9/12/2023,67,53,24,192,102,33,255.6363636,44,1.970588235,1.882352941
HF_L4_005,9/13/2023,68,33,23,167,91,20,263.45,27,3.238095238,1.835164835
HF_L4_005,9/14/2023,61,45,26,209,93,35,301.3714286,54,1.694444444,2.247311828
HF_L4_005,9/15/2023,78,44,27,200,90,28,296.1785714,39,2.689655172,2.222222222
HF_L4_005,9/16/2023,43,31,23,201,115,33,293.2121212,58,1.264705882,1.747826087
HF_L4_005,9/17/2023,73,39,28,165,132,38,320.5526316,49,1.871794872,1.25
HF_L4_005,9/18/2023,52,48,26,140,124,28,287.8928571,39,1.793103448,1.129032258
HF_L4_005,9/19/2023,66,39,25,122,97,30,307.1666667,39,2.129032258,1.257731959
HF_L4_005,9/20/2023,72,42,23,212,83,37,305.7297297,56,1.894736842,2.554216867
HF_L4_005,9/21/2023,63,26,26,172,85,35,298.9428571,56,1.75,2.023529412
HF_L4_005,9/22/2023,71,46,24,260,104,31,291.5806452,33,2.21875,2.5
HF_L4_005,9/23/2023,64,38,16,201,80,37,262.3243243,42,1.684210526,2.5125
HF_L4_005,9/24/2023,55,31,25,153,104,33,287.4545455,45,1.617647059,1.471153846
HF_L4_005,9/25/2023,59,34,19,284,77,36,342.9722222,53,1.594594595,3.688311688
HF_L4_005,9/26/2023,55,42,28,198,96,29,314.1034483,43,1.833333333,2.0625
HF_L4_005,9/27/2023,54,28,19,213,122,31,307,35,1.6875,1.745901639
HF_L4_005,9/28/2023,59,39,21,294,90,30,323.9,46,1.903225806,3.266666667
HF_L4_005,9/29/2023,43,45,24,195,98,28,308.75,30,1.482758621,1.989795918
HF_L4_005,9/30/2023,84,49,14,223,75,29,343.862069,38,2.8,2.973333333
HF_L4_005,10/1/2023,65,44,25,269,73,28,317.8928571,33,2.24137931,3.684931507
HF_L4_005,10/2/2023,52,33,19,213,96,39,293.3846154,53,1.3,2.21875
HF_L4_005,10/3/2023,77,53,21,228,73,36,279.6666667,65,2.081081081,3.123287671
HF_L4_005,10/4/2023,64,25,24,129,84,33,319.1818182,46,1.882352941,1.535714286
HF_L4_005,10/5/2023,63,45,16,246,98,36,240.7222222,59,1.702702703,2.510204082
HF_L4_005,10/6/2023,60,28,17,149,70,31,283.9354839,45,1.875,2.128571429
HF_L4_005,10/7/2023,78,34,23,200,96,46,314.5,60,1.659574468,2.083333333
HF_L4_005,10/8/2023,57,53,22,192,86,29,228.4827586,47,1.9,2.23255814
HF_L4_005,10/9/2023,49,38,23,264,102,26,303.1923077,36,1.814814815,2.588235294
HF_L4_005,10/10/2023,53,46,25,234,101,38,302.4473684,59,1.358974359,2.316831683
HF_L4_005,10/11/2023,80,34,26,151,103,41,304.0487805,47,1.904761905,1.466019417
HF_L4_005,10/12/2023,67,52,24,188,129,37,267.8648649,58,1.763157895,1.457364341
HF_L4_005,10/13/2023,51,29,23,194,132,30,315.8666667,46,1.64516129,1.46969697
HF_L4_005,10/14/2023,48,51,22,263,92,27,310.1851852,35,1.714285714,2.858695652
HF_L4_005,10/15/2023,55,34,31,236,83,32,274.84375,58,1.666666667,2.843373494
HF_L4_005,10/16/2023,53,53,21,245,102,30,302.7333333,58,1.709677419,2.401960784
HF_L4_005,10/17/2023,58,34,19,172,72,35,314.3714286,56,1.611111111,2.388888889
HF_L4_005,10/18/2023,80,37,23,173,92,25,273.36,42,3.076923077,1.880434783
HF_L4_005,10/19/2023,69,48,31,206,102,27,332.5555556,58,2.464285714,2.019607843
HF_L4_005,10/20/2023,38,29,21,138,112,28,338.6428571,48,1.310344828,1.232142857
HF_L4_005,10/21/2023,89,40,24,206,82,31,295.0322581,58,2.78125,2.512195122
HF_L4_005,10/22/2023,74,32,18,209,94,23,349.1304348,45,3.083333333,2.223404255
HF_L4_005,10/23/2023,52,32,28,186,69,24,317.5833333,46,2.08,2.695652174
HF_L4_005,10/24/2023,69,46,17,195,112,40,327.425,58,1.682926829,1.741071429
HF_L4_005,10/25/2023,50,40,25,260,110,44,313.9545455,66,1.111111111,2.363636364
HF_L4_005,10/26/2023,67,43,21,202,126,25,283.32,50,2.576923077,1.603174603
HF_L4_005,10/27/2023,38,56,14,142,105,30,303.2666667,46,1.225806452,1.352380952
HF_L4_005,10/28/2023,56,33,18,210,83,23,305.1304348,41,2.333333333,2.530120482
HF_L4_005,10/29/2023,72,29,20,182,94,32,355.03125,47,2.181818182,1.936170213
HF_L4_005,10/30/2023,76,39,24,208,103,32,307.96875,46,2.303030303,2.019417476
HF_L4_005,10/31/2023,54,45,23,204,101,27,304.8148148,41,1.928571429,2.01980198
HF_L4_005,11/1/2023,61,25,24,247,112,26,339.4230769,46,2.259259259,2.205357143
HF_L4_005,11/2/2023,56,41,23,214,112,37,285.4864865,61,1.473684211,1.910714286
HF_L4_005,11/3/2023,57,39,22,243,107,30,295.4333333,40,1.838709677,2.271028037
HF_L4_005,11/4/2023,70,37,21,217,93,31,289.483871,41,2.1875,2.333333333
HF_L4_005,11/5/2023,70,37,27,233,102,35,326.6285714,56,1.944444444,2.284313725
HF_L4_005,11/6/2023,52,29,24,203,70,33,239.6969697,58,1.529411765,2.9
HF_L4_005,11/7/2023,39,39,24,246,116,27,313.962963,39,1.392857143,2.120689655
HF_L4_005,11/8/2023,83,48,25,119,102,26,259.6923077,37,3.074074074,1.166666667
HF_L4_005,11/9/2023,63,36,24,192,75,39,306.3589744,63,1.575,2.56
HF_L4_005,11/10/2023,56,29,27,167,73,44,314.3181818,70,1.244444444,2.287671233
HF_L4_005,11/11/2023,73,48,20,221,82,35,301.7142857,45,2.027777778,2.695121951
HF_L4_005,11/12/2023,61,40,21,251,92,35,312.4285714,51,1.694444444,2.72826087
HF_L4_005,11/13/2023,56,41,19,175,118,31,266.3870968,53,1.75,1.483050847
HF_L4_005,11/14/2023,73,29,25,219,103,31,315.2903226,51,2.28125,2.126213592
HF_L4_005,11/15/2023,67,35,23,306,110,41,343.6829268,56,1.595238095,2.781818182
HF_L4_005,11/16/2023,41,35,21,192,104,31,315.8387097,31,1.28125,1.846153846
HF_L4_005,11/17/2023,81,60,22,200,80,32,291.125,51,2.454545455,2.5
HF_L4_005,11/18/2023,38,24,18,230,108,34,337.1470588,48,1.085714286,2.12962963
HF_L4_005,11/19/2023,68,35,26,201,99,30,248.7666667,46,2.193548387,2.03030303
HF_L4_005,11/20/2023,59,31,23,198,91,34,291.3823529,51,1.685714286,2.175824176
HF_L4_005,11/21/2023,59,42,26,259,82,30,281.1333333,45,1.903225806,3.158536585
HF_L4_005,11/22/2023,64,48,23,240,101,33,293.0909091,48,1.882352941,2.376237624
HF_L4_005,11/23/2023,72,52,17,233,100,29,258.1034483,47,2.4,2.33
HF_L4_005,11/24/2023,57,36,27,186,126,22,306.6818182,22,2.47826087,1.476190476
HF_L4_005,11/25/2023,91,34,21,185,123,31,299.8387097,39,2.84375,1.504065041
HF_L4_005,11/26/2023,65,26,16,175,67,30,305.3333333,48,2.096774194,2.611940299
HF_L4_005,11/27/2023,61,57,25,279,102,38,317.8421053,63,1.564102564,2.735294118
HF_L4_005,11/28/2023,71,32,20,214,104,43,319.7209302,67,1.613636364,2.057692308
HF_L4_005,11/29/2023,60,44,24,129,100,40,290.1,62,1.463414634,1.29
HF_L4_005,11/30/2023,68,51,22,194,58,26,299.8846154,36,2.518518519,3.344827586
HF_L4_005,12/1/2023,79,31,13,180,107,41,313.3414634,57,1.880952381,1.682242991
HF_L4_005,12/2/2023,70,36,22,94,100,26,322.4230769,30,2.592592593,0.94
HF_L4_005,12/3/2023,60,56,19,190,88,25,321.88,34,2.307692308,2.159090909
HF_L4_005,12/4/2023,69,28,27,112,81,27,236.8518519,40,2.464285714,1.382716049
HF_L4_005,12/5/2023,55,42,28,219,89,37,299.2702703,60,1.447368421,2.460674157
HF_L4_005,12/6/2023,59,58,23,202,119,32,280.625,49,1.787878788,1.697478992
HF_L4_005,12/7/2023,50,45,21,164,62,27,340.3703704,31,1.785714286,2.64516129
HF_L4_005,12/8/2023,71,54,21,173,79,27,327.9259259,46,2.535714286,2.189873418
HF_L4_005,12/9/2023,65,36,25,198,92,39,299.9230769,63,1.625,2.152173913
HF_L4_005,12/10/2023,72,45,17,258,135,30,330.8,50,2.322580645,1.911111111
HF_L4_005,12/11/2023,46,53,20,208,79,29,244.3793103,48,1.533333333,2.632911392
HF_L4_005,12/12/2023,80,53,23,239,95,33,273.6060606,53,2.352941176,2.515789474
HF_L4_005,12/13/2023,70,45,22,215,91,36,311.8055556,51,1.891891892,2.362637363
HF_L4_005,12/14/2023,47,44,22,169,122,33,333.5757576,54,1.382352941,1.385245902
HF_L4_005,12/15/2023,68,41,24,271,90,34,279.9411765,61,1.942857143,3.011111111
HF_L4_005,12/16/2023,63,26,25,193,89,28,307.1071429,43,2.172413793,2.168539326
HF_L4_005,12/17/2023,66,45,20,190,110,36,305.3055556,58,1.783783784,1.727272727
HF_L4_005,12/18/2023,89,41,22,150,105,31,337.0967742,48,2.78125,1.428571429
HF_L4_005,12/19/2023,50,28,17,213,102,27,298.6666667,37,1.785714286,2.088235294
HF_L4_005,12/20/2023,77,42,19,226,75,37,275.027027,59,2.026315789,3.013333333
HF_L4_005,12/21/2023,61,42,18,265,90,30,306.6333333,47,1.967741935,2.944444444
HF_L4_005,12/22/2023,64,35,26,157,112,24,315,35,2.56,1.401785714
HF_L4_005,12/23/2023,65,41,25,209,87,28,327.1071429,41,2.24137931,2.402298851
HF_L4_005,12/24/2023,66,28,19,278,98,27,302.4814815,31,2.357142857,2.836734694
HF_L4_005,12/25/2023,67,35,26,213,81,35,313.7428571,49,1.861111111,2.62962963
HF_L4_005,12/26/2023,72,42,24,229,120,27,306.5555556,43,2.571428571,1.908333333
HF_L4_005,12/27/2023,50,37,26,240,101,15,324.3333333,29,3.125,2.376237624
HF_L4_005,12/28/2023,78,43,23,303,98,38,280,64,2,3.091836735
HF_L4_005,12/29/2023,92,34,23,156,78,45,294.7111111,69,2,2
HF_L4_005,12/30/2023,53,33,22,179,108,35,276.3428571,41,1.472222222,1.657407407
HF_L4_005,12/31/2023,73,30,22,124,123,23,331.5652174,29,3.041666667,1.008130081
HF_L4_005,1/1/2024,68,36,19,165,82,31,302.2580645,40,2.125,2.012195122
HF_L4_005,1/2/2024,73,44,22,222,94,36,281.1388889,42,1.972972973,2.361702128
HF_L4_005,1/3/2024,82,35,16,203,95,28,250.5357143,48,2.827586207,2.136842105
HF_L4_005,1/4/2024,58,38,22,183,115,29,310.4827586,44,1.933333333,1.591304348
HF_L4_005,1/5/2024,76,35,26,194,134,30,312.1,41,2.451612903,1.447761194
HF_L4_005,1/6/2024,48,27,29,173,109,23,261.4782609,35,2,1.587155963
HF_L4_005,1/7/2024,62,34,24,177,66,25,268.24,38,2.384615385,2.681818182
HF_L4_005,1/8/2024,53,36,30,191,110,36,297.4166667,55,1.432432432,1.736363636
HF_L4_005,1/9/2024,70,41,14,197,124,21,300.0952381,36,3.181818182,1.588709677
HF_L4_005,1/10/2024,58,29,21,220,67,51,263.9215686,74,1.115384615,3.28358209
HF_L4_005,1/11/2024,62,41,13,190,81,21,261.952381,42,2.818181818,2.345679012
HF_L4_005,1/12/2024,73,37,27,230,55,38,305.1315789,64,1.871794872,4.181818182
HF_L4_005,1/13/2024,63,54,28,196,90,44,333.0454545,61,1.4,2.177777778
HF_L4_005,1/14/2024,72,46,27,166,73,33,305.8787879,45,2.117647059,2.273972603
HF_L4_005,1/15/2024,81,48,21,165,142,21,275.1428571,26,3.681818182,1.161971831
HF_L4_005,1/16/2024,55,31,23,190,120,38,315.2368421,55,1.41025641,1.583333333
HF_L4_005,1/17/2024,71,47,24,220,97,37,299.6486486,41,1.868421053,2.268041237
HF_L4_005,1/18/2024,52,43,26,177,127,35,344.9428571,54,1.444444444,1.393700787
HF_L4_005,1/19/2024,66,35,25,241,73,31,312.8064516,43,2.0625,3.301369863
HF_L4_005,1/20/2024,62,45,16,248,100,35,337.2571429,61,1.722222222,2.48
HF_L4_005,1/21/2024,52,42,25,135,88,33,288.5454545,46,1.529411765,1.534090909
HF_L4_005,1/22/2024,67,43,26,243,111,38,297.7894737,67,1.717948718,2.189189189
HF_L4_005,1/23/2024,74,47,22,250,92,34,207.6764706,50,2.114285714,2.717391304
HF_L4_005,1/24/2024,68,41,26,237,103,34,291.5588235,44,1.942857143,2.300970874
HF_L4_005,1/25/2024,44,47,22,235,96,30,285.5,57,1.419354839,2.447916667
HF_L4_005,1/26/2024,75,44,28,162,124,25,290.64,30,2.884615385,1.306451613
HF_L4_005,1/27/2024,65,59,33,168,121,41,252.6585366,52,1.547619048,1.388429752
HF_L4_005,1/28/2024,85,30,21,157,61,36,361.6388889,46,2.297297297,2.573770492
HF_L4_005,1/29/2024,59,22,30,183,124,34,311.5294118,61,1.685714286,1.475806452
HF_L4_005,1/30/2024,53,34,20,189,88,38,312.0789474,52,1.358974359,2.147727273
HF_L4_005,1/31/2024,60,41,17,143,126,35,298.9142857,43,1.666666667,1.134920635
HF_L4_005,2/1/2024,62,39,21,208,104,26,315.0769231,38,2.296296296,2
HF_L4_005,2/2/2024,62,41,16,178,86,33,314.4242424,47,1.823529412,2.069767442
HF_L4_005,2/3/2024,72,55,28,207,85,30,306.5333333,43,2.322580645,2.435294118
HF_L4_005,2/4/2024,62,45,27,196,87,40,306.75,61,1.512195122,2.252873563
HF_L4_005,2/5/2024,51,31,18,197,96,25,258.52,43,1.961538462,2.052083333
HF_L4_005,2/6/2024,61,47,23,265,86,26,292.2307692,33,2.259259259,3.081395349
HF_L4_005,2/7/2024,72,41,23,242,109,40,285.45,58,1.756097561,2.220183486
HF_L4_005,2/8/2024,68,40,19,207,111,42,280.9047619,48,1.581395349,1.864864865
HF_L4_005,2/9/2024,79,43,24,215,56,37,294.3243243,62,2.078947368,3.839285714
HF_L4_005,2/10/2024,71,36,26,174,76,40,317.325,46,1.731707317,2.289473684
HF_L4_005,2/11/2024,55,33,18,199,96,26,316.5,48,2.037037037,2.072916667
HF_L4_005,2/12/2024,64,28,22,184,86,34,299.8529412,48,1.828571429,2.139534884
HF_L4_005,2/13/2024,54,35,18,151,81,35,290.3142857,52,1.5,1.864197531
HF_L4_005,2/14/2024,55,48,28,148,97,32,290.46875,38,1.666666667,1.525773196
HF_L4_005,2/15/2024,88,44,29,205,70,25,319.8,38,3.384615385,2.928571429
HF_L4_005,2/16/2024,85,48,25,211,82,31,299.2903226,49,2.65625,2.573170732
HF_L4_005,2/17/2024,54,41,22,178,74,41,314.7317073,62,1.285714286,2.405405405
HF_L4_005,2/18/2024,61,29,19,202,95,30,298.1,43,1.967741935,2.126315789
HF_L4_005,2/19/2024,71,43,23,205,104,43,305.1627907,64,1.613636364,1.971153846
HF_L4_005,2/20/2024,66,51,22,152,77,26,279.7692308,29,2.444444444,1.974025974
HF_L4_005,2/21/2024,47,43,22,138,93,36,299.2222222,58,1.27027027,1.483870968
HF_L4_005,2/22/2024,60,33,23,241,92,44,316.4090909,53,1.333333333,2.619565217
HF_L4_005,2/23/2024,82,44,19,167,104,38,312.1578947,49,2.102564103,1.605769231
HF_L4_005,2/24/2024,65,43,24,153,85,33,286.9393939,49,1.911764706,1.8
HF_L4_005,2/25/2024,58,47,20,183,103,30,319.6,44,1.870967742,1.776699029
HF_L4_005,2/26/2024,63,51,18,195,105,31,326.8709677,43,1.96875,1.857142857
HF_L4_005,2/27/2024,45,46,26,211,118,39,340.6153846,66,1.125,1.788135593
HF_L4_005,2/28/2024,61,33,20,198,90,27,280.6296296,39,2.178571429,2.2
HF_L4_005,2/29/2024,80,39,31,306,99,39,260.3333333,57,2,3.090909091
HF_L4_005,3/1/2024,52,34,19,203,97,32,299.59375,48,1.575757576,2.092783505
HF_L4_005,3/2/2024,72,47,22,128,112,25,268.52,32,2.769230769,1.142857143
HF_L4_005,3/3/2024,60,36,25,251,67,24,212.9166667,39,2.4,3.746268657
HF_L4_005,3/4/2024,55,32,15,106,107,34,281.1176471,47,1.571428571,0.990654206
HF_L4_005,3/5/2024,74,48,19,147,117,25,303.04,47,2.846153846,1.256410256
HF_L4_005,3/6/2024,73,42,23,130,123,26,306.3461538,40,2.703703704,1.056910569
HF_L4_005,3/7/2024,91,39,25,193,115,40,313.4,58,2.219512195,1.67826087
HF_L4_005,3/8/2024,72,43,25,172,113,34,308.4705882,45,2.057142857,1.522123894
HF_L4_005,3/9/2024,68,25,25,226,124,32,279.5625,60,2.060606061,1.822580645
HF_L4_005,3/10/2024,62,30,24,245,96,36,302.8611111,58,1.675675676,2.552083333
HF_L4_005,3/11/2024,73,30,20,197,133,35,332.0571429,50,2.027777778,1.481203008
HF_L4_005,3/12/2024,77,51,29,125,103,29,345.0689655,47,2.566666667,1.213592233
HF_L4_005,3/13/2024,72,22,29,223,97,28,316.0714286,40,2.482758621,2.298969072
HF_L4_005,3/14/2024,51,34,22,249,114,29,323.2413793,44,1.7,2.184210526
HF_L4_005,3/15/2024,73,49,25,168,86,33,319.0606061,43,2.147058824,1.953488372
HF_L4_005,3/16/2024,54,35,24,172,117,27,310.1851852,39,1.928571429,1.47008547
HF_L4_005,3/17/2024,80,46,24,148,100,30,326.1333333,49,2.580645161,1.48
HF_L4_005,3/18/2024,74,44,19,186,106,43,288.5813953,59,1.681818182,1.754716981
HF_L4_005,3/19/2024,58,37,24,225,102,51,312.8431373,75,1.115384615,2.205882353
HF_L4_005,3/20/2024,65,34,25,202,94,30,316.4666667,39,2.096774194,2.14893617
HF_L4_005,3/21/2024,68,24,24,136,89,29,313,57,2.266666667,1.528089888
HF_L4_005,3/22/2024,54,40,26,178,101,39,285.0512821,55,1.35,1.762376238
HF_L4_005,3/23/2024,69,44,22,229,114,38,296.2894737,63,1.769230769,2.00877193
HF_L4_005,3/24/2024,72,39,17,197,94,24,309,33,2.88,2.095744681
HF_L4_005,3/25/2024,62,39,17,201,117,39,308.5641026,62,1.55,1.717948718
HF_L4_005,3/26/2024,79,32,26,186,114,39,304.0512821,69,1.975,1.631578947
HF_L4_005,3/27/2024,58,53,22,139,72,28,274.1785714,42,2,1.930555556
HF_L4_005,3/28/2024,57,40,22,198,127,42,317.6190476,66,1.325581395,1.559055118
HF_L4_005,3/29/2024,57,28,22,176,125,28,264.4285714,39,1.965517241,1.408
HF_L4_005,3/30/2024,73,56,23,184,93,37,325.3243243,56,1.921052632,1.978494624
HF_L4_005,3/31/2024,64,43,19,244,94,34,267.3823529,48,1.828571429,2.595744681
HF_L4_005,4/1/2024,54,54,29,192,94,30,310.9666667,42,1.741935484,2.042553191
HF_L4_005,4/2/2024,64,40,23,190,108,40,321.925,51,1.56097561,1.759259259
HF_L4_005,4/3/2024,83,37,25,239,105,31,320.9032258,46,2.59375,2.276190476
HF_L4_005,4/4/2024,71,51,31,175,92,39,282.4615385,54,1.775,1.902173913
HF_L4_005,4/5/2024,83,45,13,146,112,26,282.8461538,32,3.074074074,1.303571429
HF_L4_005,4/6/2024,44,38,22,172,127,36,312.0277778,51,1.189189189,1.354330709
HF_L4_005,4/7/2024,59,34,22,215,89,30,342.7333333,45,1.903225806,2.415730337
HF_L4_005,4/8/2024,68,57,22,199,75,23,355.3043478,41,2.833333333,2.653333333
HF_L4_005,4/9/2024,72,51,23,221,111,35,280,47,2,1.990990991
HF_L4_005,4/10/2024,64,51,24,149,117,29,308.7241379,39,2.133333333,1.273504274
HF_L4_005,4/11/2024,75,38,21,212,102,28,296.6071429,48,2.586206897,2.078431373
HF_L4_005,4/12/2024,47,35,20,178,87,31,314.8709677,49,1.46875,2.045977011
HF_L4_005,4/13/2024,83,46,19,142,95,32,276.84375,55,2.515151515,1.494736842
HF_L4_005,4/14/2024,72,34,24,207,124,45,312.7777778,68,1.565217391,1.669354839
HF_L4_005,4/15/2024,62,43,24,131,86,58,331.6551724,89,1.050847458,1.523255814
HF_L4_005,4/16/2024,43,46,25,117,94,30,298.3,40,1.387096774,1.244680851
HF_L4_005,4/17/2024,68,41,20,194,96,30,316.7333333,46,2.193548387,2.020833333
HF_L4_005,4/18/2024,55,36,19,197,113,33,264.8181818,40,1.617647059,1.743362832
HF_L4_005,4/19/2024,61,31,22,201,104,37,309.7027027,55,1.605263158,1.932692308
HF_L4_005,4/20/2024,71,44,17,128,128,34,296.4117647,45,2.028571429,1
HF_L4_005,4/21/2024,69,48,21,164,119,39,339.3076923,52,1.725,1.378151261
HF_L4_005,4/22/2024,73,27,19,144,94,36,266.8611111,50,1.972972973,1.531914894
HF_L4_005,4/23/2024,74,30,25,200,135,27,314.7037037,39,2.642857143,1.481481481
HF_L4_005,4/24/2024,52,45,18,132,99,35,295,50,1.444444444,1.333333333
HF_L4_005,4/25/2024,44,35,27,211,86,41,300.6097561,65,1.047619048,2.453488372
HF_L4_005,4/26/2024,81,24,15,184,82,31,303.1935484,44,2.53125,2.243902439
HF_L4_005,4/27/2024,65,47,18,239,82,25,330.56,44,2.5,2.914634146
HF_L4_005,4/28/2024,64,32,24,208,103,42,329.8095238,67,1.488372093,2.019417476
HF_L4_005,4/29/2024,67,25,22,186,98,19,323.8947368,26,3.35,1.897959184
HF_L4_005,4/30/2024,88,43,24,135,101,25,331.4,41,3.384615385,1.336633663
HF_L4_005,5/1/2024,56,35,24,174,117,20,271.7,31,2.666666667,1.487179487
HF_L4_005,5/2/2024,82,46,19,315,76,30,278.2,44,2.64516129,4.144736842
HF_L4_005,5/3/2024,59,36,34,249,75,37,295.8918919,66,1.552631579,3.32
HF_L4_005,5/4/2024,71,43,23,255,97,27,318.1111111,38,2.535714286,2.628865979
HF_L4_005,5/5/2024,53,50,22,212,70,42,294.8095238,70,1.23255814,3.028571429
HF_L4_005,5/6/2024,54,42,23,171,63,42,286.7142857,61,1.255813953,2.714285714
