facility_id,day,beds_occupied,beds_available,total_staff,patient_load,occupancy_ratio,staff_to_patient_ratio,overload_flag,occupancy_7d_avg,occupancy_14d_avg
HF_L4_005,2023-01-02,5568.0,2436,2175,36844.0,2.2857142857142856,0.0590310761297326,1,2.2849624060150378,2.2849624060150378
HF_L4_005,2023-01-03,3948.0,2142,1491,23904.0,1.843137254901961,0.0623718887262079,1,2.137687355644012,2.137687355644012
HF_L4_005,2023-01-04,6399.0,2052,1836,30108.0,3.1184210526315788,0.0609784449832276,1,2.3828707798909035,2.3828707798909035
HF_L4_005,2023-01-05,4776.0,2088,1416,29600.0,2.2873563218390807,0.0478362217492652,1,2.363767888280539,2.363767888280539
HF_L4_005,2023-01-06,5016.0,2244,1749,38224.0,2.235294117647059,0.0457553956834532,1,2.342355593174959,2.342355593174959
HF_L4_005,2023-01-07,7098.0,3549,1716,44520.0,2.0,0.0385436086341277,1,2.293447651292822,2.293447651292822
HF_L4_005,2023-01-08,5264.0,2688,1344,33316.0,1.9583333333333333,0.0403397664855779,1,2.2468937665810427,2.251558361547886
HF_L4_005,2023-01-09,6810.0,2340,2250,39132.0,2.91025641025641,0.0574962308026473,1,2.3361140700870604,2.3247470336266107
HF_L4_005,2023-01-10,6840.0,3600,2016,37616.0,1.9,0.0535927904936597,1,2.3442373193867807,2.28227233026395
HF_L4_005,2023-01-11,6256.0,3672,2074,39776.0,1.7037037037037035,0.0521406843150564,1,2.1421348409685126,2.2296751823948364
HF_L4_005,2023-01-12,7686.0,3318,2772,55672.0,2.316455696202532,0.0497907423706284,1,2.1462918944490057,2.236906891878811
HF_L4_005,2023-01-13,7874.0,2263,2480,35464.0,3.4794520547945207,0.0699280981249118,1,2.324028742612928,2.332487289026173
HF_L4_005,2023-01-14,9213.0,3441,2257,49116.0,2.677419354838709,0.0459515035527414,1,2.420802936161316,2.357125293727069
HF_L4_005,2023-01-15,8979.0,4592,2132,51704.0,1.9553571428571428,0.0412339232182574,1,2.420377766093288,2.333635766337166
HF_L4_005,2023-01-16,7990.0,3910,2312,38968.0,2.0434782608695654,0.0593292103980086,1,2.296552316180882,2.3163331931339712
HF_L4_005,2023-01-17,4165.0,2730,2450,43316.0,1.5256410256410255,0.0565597802248539,1,2.2430724627010283,2.2936548910439045
HF_L4_005,2023-01-18,7293.0,4134,2574,48892.0,1.7641509433962264,0.052645572985908,1,2.2517077826571037,2.196921311812808
HF_L4_005,2023-01-19,7308.0,4788,2940,49656.0,1.5263157894736843,0.059206154217935,1,2.1388306531244106,2.142561273786708
HF_L4_005,2023-01-20,6475.0,4625,2553,43304.0,1.4,0.0589539314166955,1,1.8417660738680504,2.08289740824049
HF_L4_005,2023-01-21,4536.0,2160,1944,29840.0,2.1,0.0651452699306323,1,1.7592775946053778,2.090040265383347
HF_L4_005,2023-01-22,7200.0,2848,2272,36096.0,2.5280898876404496,0.0629415186857633,1,1.84109655814585,2.130737162119569
HF_L4_005,2023-01-23,6650.0,4294,1824,42328.0,1.5486725663716814,0.0430910250655578,1,1.7704100303604382,2.03348117327066
HF_L4_005,2023-01-24,5740.0,3052,1820,31824.0,1.8807339449541285,0.0571877454831107,1,1.82113759026231,2.032105026481669
HF_L4_005,2023-01-25,7106.0,3672,2244,39432.0,1.935185185185185,0.0569066517891106,1,1.8455710533750185,2.048639418016061
HF_L4_005,2023-01-26,5425.0,4270,2450,41632.0,1.2704918032786885,0.0588475488194461,1,1.809024769632876,1.9739277113786435
HF_L4_005,2023-01-27,6800.0,3740,2516,42636.0,1.818181818181818,0.0590097802378216,1,1.868765029373136,1.8552655516205931
HF_L4_005,2023-01-28,4212.0,2262,1898,29188.0,1.862068965517241,0.0650244955291377,1,1.8347748815898848,1.7970262380976312
HF_L4_005,2023-01-29,6031.0,4144,2590,46784.0,1.4553571428571428,0.0553596238110505,1,1.681527346620841,1.7613119523833454
HF_L4_005,2023-01-30,7623.0,3399,2739,43508.0,2.2427184466019416,0.0629524925877404,1,1.7806767580823064,1.7755433942213723
HF_L4_005,2023-01-31,4340.0,2492,2016,40408.0,1.7415730337078652,0.0498898760177188,1,1.7607966279042688,1.7909671090832897
HF_L4_005,2023-02-01,10164.0,3906,2814,44036.0,2.6021505376344085,0.0639008106819265,1,1.856077392539872,1.8508242229574448
HF_L4_005,2023-02-02,5046.0,2668,1537,30808.0,1.891304347826087,0.0498880197344931,1,1.9447648989037865,1.8768948342683311
HF_L4_005,2023-02-03,6804.0,3304,1876,35044.0,2.059322033898305,0.053531174204594,1,1.9792135011489989,1.9239892652610675
HF_L4_005,2023-02-04,5488.0,2996,1652,36964.0,1.8317757009345796,0.0446909238468821,1,1.974885891922904,1.9048303867563945
HF_L4_005,2023-02-05,8103.0,3774,2516,41848.0,2.147058823529412,0.0601209108939281,1,2.073700417733228,1.8776138821770345
HF_L4_005,2023-02-06,5474.0,2231,1403,30064.0,2.453608247422681,0.0466655579577581,1,2.103827532136191,1.9422521451092487
HF_L4_005,2023-02-07,5394.0,4089,1218,34040.0,1.319148936170213,0.0357803824799506,1,2.043481232487955,1.902138930196112
HF_L4_005,2023-02-08,6592.0,3392,1536,37984.0,1.9433962264150944,0.0404370146110306,1,1.9493734737423387,1.9027254331411052
HF_L4_005,2023-02-09,7196.0,2828,1792,28384.0,2.5445544554455446,0.0631319358816276,1,2.0426949176879754,1.993729908295881
HF_L4_005,2023-02-10,7616.0,3808,2208,37200.0,2.0,0.0593532431923873,1,2.034220341416789,2.006716921282894
HF_L4_005,2023-02-11,6266.0,2184,2158,31556.0,2.869047619047619,0.0683841936812751,1,2.182402044004366,2.078643967963635
HF_L4_005,2023-02-12,4256.0,2772,2324,36488.0,1.5353535353535352,0.0636904272520485,1,2.095015574264955,2.084357995999092
HF_L4_005,2023-02-13,8484.0,3612,2730,53564.0,2.3488372093023258,0.050966115933912,1,2.0800482831049045,2.091937907620548
HF_L4_005,2023-02-14,6510.0,2759,2325,32988.0,2.359550561797753,0.0704780381339234,1,2.2286770867659818,2.1360791596269686
HF_L4_005,2023-02-15,5320.0,3192,2184,28224.0,1.6666666666666667,0.077378210806023,1,2.189144292516206,2.069258883129273
HF_L4_005,2023-02-16,6409.0,3132,1334,34168.0,2.0462962962962963,0.0390412362082589,1,2.1179645554948854,2.08032973659143
HF_L4_005,2023-02-17,5696.0,3072,1984,45792.0,1.8541666666666667,0.0433253990784617,1,2.097131222161552,2.0656757817891704
HF_L4_005,2023-02-18,6880.0,2720,2280,47792.0,2.5294117647058822,0.0477057309647856,1,2.048611814398446,2.1155069292014064
HF_L4_005,2023-02-19,10166.0,4738,4094,52360.0,2.145631067961165,0.0781879643245927,1,2.1357943190566795,2.115404946660817
HF_L4_005,2023-02-20,5460.0,2370,2160,31704.0,2.3037974683544302,0.0681280555117489,1,2.129360070349837,2.104704176727371
HF_L4_005,2023-02-21,7236.0,3564,2016,44684.0,2.0303030303030303,0.045115810674723,1,2.0823247087077337,2.1555008977368577
HF_L4_005,2023-02-22,9144.0,4464,1332,45232.0,2.048387096774193,0.0294475272478058,1,2.136856198723095,2.1630002456196507
HF_L4_005,2023-02-23,7644.0,5031,2730,46632.0,1.5193798449612403,0.0585422340402719,1,2.0615824199609443,2.0897734877279146
HF_L4_005,2023-02-24,3234.0,2288,1870,26412.0,1.4134615384615383,0.0707984704501571,1,1.9986245445030688,2.0478778833323106
HF_L4_005,2023-02-25,6372.0,2187,2079,36148.0,2.9135802469135803,0.0575119643696921,1,2.053505756247026,2.051058785322736
HF_L4_005,2023-02-26,3333.0,3597,2310,40900.0,0.926605504587156,0.0564778367277083,1,1.879359247193596,2.007576783125137
HF_L4_005,2023-02-27,8512.0,4484,3040,42600.0,1.8983050847457628,0.0713598272341024,1,1.8214317638209288,1.975395917085383
HF_L4_005,2023-02-28,3960.0,3600,1590,36496.0,1.1,0.0435652245390032,1,1.688531330920496,1.8854280198141151
HF_L4_005,2023-03-01,10179.0,3939,3159,42288.0,2.584158415841584,0.0747002766676913,1,1.7650700907872658,1.9509631447551803
HF_L4_005,2023-03-02,5220.0,3096,2700,40648.0,1.686046511627907,0.0664222982115181,1,1.7888796145967898,1.925231017278867
HF_L4_005,2023-03-03,6636.0,3164,2212,36232.0,2.0973451327433628,0.0610493196809538,1,1.8865772709227648,1.9426009077129167
HF_L4_005,2023-03-04,6510.0,2460,2400,37036.0,2.6463414634146343,0.0648000648000648,1,1.848400301851487,1.950953029049256
HF_L4_005,2023-03-05,11398.0,3157,2378,49336.0,3.6103896103896105,0.0481991203356507,1,2.231798031251837,2.0555786392227167
HF_L4_005,2023-03-06,5792.0,3392,1824,38820.0,1.7075471698113207,0.0469848793178949,1,2.204546900546917,2.012989332183923
HF_L4_005,2023-03-07,8738.0,3162,2448,41936.0,2.763440860215054,0.0583732741970098,1,2.4421813091490674,2.0653563200347818
HF_L4_005,2023-03-08,7456.0,3200,1344,38764.0,2.33,0.0346704501483296,1,2.405872964028841,2.0854715274080537
HF_L4_005,2023-03-09,6650.0,3496,2660,44964.0,1.9021739130434785,0.0591571222061603,1,2.4367483070882088,2.1128139608424994
HF_L4_005,2023-03-10,6541.0,3193,1612,41680.0,2.0485436893203883,0.0386746959046088,1,2.429776672313498,2.1581769716181314
HF_L4_005,2023-03-11,5985.0,3570,2170,38980.0,1.6764705882352942,0.0556681460198558,1,2.2912236901450207,2.0698119959982537
HF_L4_005,2023-03-12,6040.0,3000,3000,42548.0,2.013333333333333,0.070506944934076,1,2.063072793422696,2.1474354123372663
HF_L4_005,2023-03-13,6475.0,3745,1995,47536.0,1.7289719626168225,0.0419673096745692,1,2.066133478109196,2.135340189328056
HF_L4_005,2023-03-14,6084.0,4068,2052,37496.0,1.4955752212389382,0.054724377950236,1,1.885009815398322,2.1635955622736947
HF_L4_005,2023-03-15,4321.0,2958,2001,32408.0,1.46078431372549,0.0617421086735166,1,1.7608361459305348,2.0833545549796884
HF_L4_005,2023-03-16,6588.0,2736,2916,40492.0,2.4078947368421053,0.0720124465957079,1,1.833081977901767,2.134915142494988
HF_L4_005,2023-03-17,7182.0,3458,3382,42112.0,2.076923076923077,0.0803077434521406,1,1.837136176130723,2.13345642422211
HF_L4_005,2023-03-18,7511.0,5143,1887,45008.0,1.460431654676259,0.0419249483436646,1,1.806273471336575,2.048748580740798
HF_L4_005,2023-03-19,5122.0,3068,1976,38492.0,1.6694915254237288,0.0513340087808172,1,1.7571532130637746,1.9101130032432347
HF_L4_005,2023-03-20,6600.0,3000,1920,32736.0,2.2,0.0586492348107645,1,1.8244429326899425,1.945288205399569
HF_L4_005,2023-03-21,7600.0,3306,2014,43944.0,2.2988505747126435,0.0458300147912162,1,1.9391965546147576,1.91210318500654
HF_L4_005,2023-03-22,4676.0,2968,1820,33692.0,1.5754716981132075,0.0540171548986436,1,1.955580466670146,1.8582083063003405
HF_L4_005,2023-03-23,8040.0,4280,2240,56408.0,1.8785046728971964,0.039709975358542,1,1.879953314678016,1.856517646289892
HF_L4_005,2023-03-24,4961.0,3485,2706,52736.0,1.423529411764706,0.0513112236190909,1,1.7866113625125344,1.8118737693216285
HF_L4_005,2023-03-25,7552.0,3200,2144,39432.0,2.36,0.054370704739685,1,1.915121126130212,1.8606972987333932
HF_L4_005,2023-03-26,7869.0,3483,2623,54268.0,2.259259259259259,0.0483333026221231,1,1.9993736595352876,1.8782634362995307
HF_L4_005,2023-03-27,8712.0,3212,2464,59100.0,2.712328767123288,0.0416913419400686,1,2.072563483410043,1.9485032080499929
HF_L4_005,2023-03-28,4598.0,4560,2470,44864.0,1.0083333333333333,0.0550540510420149,1,1.8882038774987129,1.9137002160567351
HF_L4_005,2023-03-29,5440.0,2788,1564,38620.0,1.951219512195122,0.0404961031563139,1,1.941882136653272,1.948731301661709
HF_L4_005,2023-03-30,9945.0,3510,2925,46412.0,2.833333333333333,0.0630211363195656,1,2.078286231001292,1.979119772839654
HF_L4_005,2023-03-31,4070.0,2508,1100,26284.0,1.6228070175438596,0.0418489632870458,1,2.1067544603983137,1.946682911455424
HF_L4_005,2023-04-01,7455.0,3850,2240,39576.0,1.9363636363636365,0.0565985294489223,1,2.0462349798788333,1.9806780530045225
HF_L4_005,2023-04-02,4080.0,3000,1368,28604.0,1.36,0.0478238070267435,1,1.917769371413225,1.958571515474256
HF_L4_005,2023-04-03,4554.0,4026,1617,40568.0,1.1311475409836065,0.0398580196701915,1,1.691886339107556,1.8822249112587996
HF_L4_005,2023-04-04,9840.0,4961,2214,49428.0,1.9834710743801651,0.0447915191486779,1,1.8311917306856744,1.8596978040921937
HF_L4_005,2023-04-05,7210.0,2730,1995,41284.0,2.641025641025641,0.0483226353397117,1,1.9297354633757489,1.9358088000145104
HF_L4_005,2023-04-06,6944.0,3232,1376,36524.0,2.1485148514851486,0.0376728268309377,1,1.8319042516831512,1.9550952413422211
HF_L4_005,2023-04-07,3813.0,3038,2325,37264.0,1.2551020408163265,0.0623909834965785,1,1.7793749692935037,1.9430647148459088
HF_L4_005,2023-04-08,11550.0,3570,2226,53332.0,3.235294117647059,0.0417377608610053,1,1.9649364666197064,2.0055857232492698
HF_L4_005,2023-04-09,7062.0,3102,2904,37536.0,2.276595744680851,0.0773636678477235,1,2.095878715859828,2.0068240436365263
HF_L4_005,2023-04-10,6700.0,2425,1600,31128.0,2.7628865979381443,0.0513990169937999,1,2.3289842954247626,2.010435317266159
HF_L4_005,2023-04-11,6685.0,3675,2415,32412.0,1.819047619047619,0.0745071421960324,1,2.305495230377255,2.0683434805314653
HF_L4_005,2023-04-12,7215.0,3978,2418,45940.0,1.8137254901960784,0.0526327245815284,1,2.187309494544461,2.058522478960105
HF_L4_005,2023-04-13,7525.0,5117,2365,51228.0,1.4705882352941178,0.0461652579593589,1,2.090462835088599,1.9611835433858755
HF_L4_005,2023-04-14,5075.0,2639,2233,30460.0,1.9230769230769231,0.0733068513837365,1,2.1858878182686845,1.9826313937810944
HF_L4_005,2023-04-15,6592.0,2912,2048,37120.0,2.263736263736264,0.0551709275073408,1,2.047093839138571,2.006015152879139
HF_L4_005,2023-04-16,8084.0,4558,3526,52600.0,1.7735849056603774,0.0670329461417083,1,1.975235147849932,2.03555693185488
HF_L4_005,2023-04-17,3638.0,3026,2312,39312.0,1.202247191011236,0.0588100628290896,1,1.752286661146088,2.040635478285425
HF_L4_005,2023-04-18,6148.0,3364,2233,28940.0,1.827586206896552,0.0771569745343975,1,1.7535064594102212,2.0295008448937386
HF_L4_005,2023-04-19,8854.0,3572,2014,52800.0,2.478723404255319,0.0381432169845268,1,1.8485061614186844,2.0179078279815728
HF_L4_005,2023-04-20,8120.0,2835,2485,42256.0,2.8641975308641974,0.0588068249047495,1,2.047593203642981,2.06902801936579
HF_L4_005,2023-04-21,6450.0,3810,1710,34752.0,1.6929133858267718,0.0492043852329295,1,2.014712698321531,2.100300258295108
HF_L4_005,2023-04-22,7350.0,3300,1650,36272.0,2.227272727272727,0.0454883797866181,1,2.009503621683883,2.028298730411227
HF_L4_005,2023-04-23,7808.0,3168,1728,41836.0,2.4646464646464645,0.0413031527117145,1,2.108226701539038,2.041730924694485
HF_L4_005,2023-04-24,4290.0,4752,2607,39568.0,0.9027777777777778,0.0658849099042179,1,2.0654453567914013,1.9088660089687448
HF_L4_005,2023-04-25,6996.0,4488,1518,36584.0,1.5588235294117647,0.0414924149241492,1,2.027050688579289,1.890278573994755
HF_L4_005,2023-04-26,4896.0,2560,1856,35872.0,1.9125,0.0517380759902991,1,1.946161630828529,1.8973338961236068
HF_L4_005,2023-04-27,4450.0,2575,1250,34096.0,1.7281553398058251,0.0366601167258116,1,1.7838698892487614,1.9157315464458715
HF_L4_005,2023-04-28,7208.0,2788,2346,42736.0,2.5853658536585367,0.0548938858600276,1,1.9113630989390136,1.9630378986302723
HF_L4_005,2023-04-29,7410.0,3762,2774,46916.0,1.9696969696969695,0.0591256900483833,1,1.8745665621424767,1.94203509191318
HF_L4_005,2023-04-30,5376.0,2184,1944,26736.0,2.4615384615384617,0.0727082320379997,1,1.874122561698477,1.9911746316187573
HF_L4_005,2023-05-01,5875.0,1600,1700,31944.0,3.671875,0.0532164658005947,1,2.269707879158794,2.1675766179750977
HF_L4_005,2023-05-02,5208.0,2728,1891,42504.0,1.9090909090909087,0.0444888836607457,1,2.319746076255815,2.173398382417552
HF_L4_005,2023-05-03,6888.0,2716,1316,31236.0,2.536082474226804,0.0421295258827672,1,2.4088292868596435,2.1774954588440862
HF_L4_005,2023-05-04,8073.0,4680,3198,49940.0,1.725,0.0640355619631164,1,2.4083785240302404,2.096124206639501
HF_L4_005,2023-05-05,7917.0,4173,2340,43360.0,1.897196261682243,0.0539655450750674,1,2.310068582319341,2.1107158406291773
HF_L4_005,2023-05-06,9648.0,3852,2124,40008.0,2.504672897196261,0.0530880551875827,1,2.3864937148192404,2.1305301384808586
HF_L4_005,2023-05-07,6976.0,3328,1824,34856.0,2.0961538461538463,0.0523280833118168,1,2.334295912621437,2.104209237159957
HF_L4_005,2023-05-08,8128.0,2816,1856,42264.0,2.886363636363636,0.0439134035253756,1,2.2220800035305284,2.245893941344661
HF_L4_005,2023-05-09,6206.0,3741,1711,32980.0,1.6589147286821706,0.0518783542039356,1,2.186340549186423,2.253043312721119
HF_L4_005,2023-05-10,6840.0,4560,2166,43648.0,1.5,0.0496231299686132,1,2.0383287671540224,2.223579027006833
HF_L4_005,2023-05-11,6765.0,3300,1749,34988.0,2.05,0.0499871388150561,1,2.084757338582594,2.246567931306417
HF_L4_005,2023-05-12,3725.0,2525,1575,28148.0,1.4752475247524752,0.0559522540765213,1,2.0244789475926277,2.167273764955984
HF_L4_005,2023-05-13,5495.0,3745,2240,40172.0,1.4672897196261685,0.0557588430040076,1,1.8762813507969,2.13138753280807
HF_L4_005,2023-05-14,9320.0,3800,2560,49192.0,2.4526315789473685,0.0520399243794848,1,1.927206741195974,2.130751326908706
HF_L4_005,2023-05-15,4582.0,2204,2001,38380.0,2.0789473684210527,0.0521351710481748,1,1.811861560061319,2.016970781795924
HF_L4_005,2023-05-16,5454.0,1971,1458,35624.0,2.767123287671233,0.0409263157894736,1,1.970177068488328,2.078258808837376
HF_L4_005,2023-05-17,4984.0,2632,1792,41204.0,1.893617021276596,0.0434898677344982,1,2.026408071527842,2.032368419340932
HF_L4_005,2023-05-18,6400.0,4320,2840,44664.0,1.4814814814814814,0.063584462106795,1,1.9451911403109108,2.014974239446752
HF_L4_005,2023-05-19,10608.0,3696,3600,53920.0,2.8701298701298703,0.0667643404239535,1,2.1444600467933954,2.084469497193011
HF_L4_005,2023-05-20,9477.0,3393,2379,44812.0,2.793103448275862,0.0530872737821614,1,2.333862008029066,2.105071679412983
HF_L4_005,2023-05-21,4318.0,3400,2244,42544.0,1.27,0.0527441532495005,1,2.164914639608013,2.0460606904019936
HF_L4_005,2023-05-22,6808.0,5032,2701,44496.0,1.3529411764705883,0.0607007213969481,1,2.061199469329376,1.9365305146953475
HF_L4_005,2023-05-23,7416.0,4572,2916,42176.0,1.6220472440944882,0.0691372074827512,1,1.8976171773898407,1.9338971229390844
HF_L4_005,2023-05-24,5304.0,3120,1274,32264.0,1.7,0.0394855106152177,1,1.869957602921756,1.948182837224799
HF_L4_005,2023-05-25,6732.0,3780,2808,46888.0,1.7809523809523808,0.0598861140139478,1,1.912739159989027,1.928965150149969
HF_L4_005,2023-05-26,7084.0,2184,2296,30860.0,3.243589743589744,0.0743981076439519,1,1.966090570483295,2.055275308638345
HF_L4_005,2023-05-27,4356.0,2354,1430,29004.0,1.8504672897196264,0.0493018445095673,1,1.8314282621181184,2.082645135073592
HF_L4_005,2023-05-28,8883.0,4277,3055,57228.0,2.076923076923077,0.0533820265949081,1,1.9467029873928436,2.055808813500428
HF_L4_005,2023-05-29,5733.0,2247,1470,23404.0,2.5514018691588785,0.0628070925016022,1,2.117911657776885,2.0895555635531307
HF_L4_005,2023-05-30,9252.0,2412,2736,46816.0,3.835820895522388,0.0584403101437512,1,2.4341650365522987,2.16589110697107
HF_L4_005,2023-05-31,6554.0,3132,2001,32892.0,2.092592592592593,0.0608336120147143,1,2.4902496926369557,2.1801036477793554
HF_L4_005,2023-06-01,6858.0,2970,2025,30116.0,2.309090909090909,0.0672377726865225,1,2.565698053799602,2.2392186068943145
HF_L4_005,2023-06-02,5814.0,3808,1768,40292.0,1.5267857142857142,0.0438785893331347,1,2.3204403353275977,2.1432654529054465
HF_L4_005,2023-06-03,6288.0,2544,1416,28680.0,2.4716981132075477,0.0493706635054565,1,2.4091875958258724,2.1203079289719957
HF_L4_005,2023-06-04,5177.0,2666,1922,43448.0,1.941860465116279,0.0442357706736633,1,2.389892936996329,2.1682979621945866
HF_L4_005,2023-06-05,6084.0,4536,2736,48208.0,1.3412698412698412,0.0567528884648094,1,2.217016933012182,2.167464295394533
HF_L4_005,2023-06-06,7328.0,3232,2400,37768.0,2.267326732673267,0.0635441764409965,1,1.99294633831945,2.2135556874358744
HF_L4_005,2023-06-07,8850.0,3720,1380,31348.0,2.379032258064516,0.0440205429200293,1,2.033866290529725,2.26205799158334
HF_L4_005,2023-06-08,6750.0,1701,1863,33512.0,3.968253968253968,0.0555903679169277,1,2.270889584695876,2.4182938192477392
HF_L4_005,2023-06-09,8760.0,3320,2400,44944.0,2.63855421686747,0.0533985982867949,1,2.42971365649327,2.3750769959104336
HF_L4_005,2023-06-10,6432.0,2944,1408,35124.0,2.1847826086956523,0.040085409252669,1,2.388725727277285,2.398956661551579
HF_L4_005,2023-06-11,7410.0,3354,3081,48956.0,2.2093023255813957,0.0629327777437342,1,2.42693170734373,2.40841232217003
HF_L4_005,2023-06-12,8399.0,4440,2812,38408.0,1.8916666666666664,0.0732120076023848,1,2.505559825257562,2.361288379134872
HF_L4_005,2023-06-13,5688.0,3744,1872,46904.0,1.5192307692307692,0.0399104573073233,1,2.398688973337205,2.195817655828328
HF_L4_005,2023-06-14,5907.0,3828,2310,40004.0,1.543103448275862,0.0577427821522309,1,2.2792705719388264,2.1565684312342754
HF_L4_005,2023-06-15,6825.0,2575,1300,34428.0,2.650485436893204,0.0377588660722065,1,2.0910179246015743,2.180953754648725
HF_L4_005,2023-06-16,9080.0,4200,2600,43284.0,2.1619047619047618,0.0600669978052443,1,2.0229251453211874,2.2263194009072285
HF_L4_005,2023-06-17,6231.0,3317,1984,31344.0,1.8785046728971964,0.0632955814324453,1,1.9791711544928363,2.1839484408850605
HF_L4_005,2023-06-18,9028.0,4033,1702,39408.0,2.238532110091743,0.0431881042401481,1,1.9833468379943149,2.205139272669022
HF_L4_005,2023-06-19,5974.0,2378,1682,37188.0,2.5121951219512195,0.045228427760897,1,2.0719937601778224,2.2887767927176923
HF_L4_005,2023-06-20,6650.0,4375,1680,41932.0,1.52,0.0400639114778336,1,2.0721036502877124,2.2353963118124587
HF_L4_005,2023-06-21,6237.0,3432,1980,38152.0,1.8173076923076923,0.0518963122166015,1,2.111275685149402,2.1952731285441143
HF_L4_005,2023-06-22,7812.0,3276,2448,42800.0,2.3846153846153846,0.0571949253522114,1,2.073294249109714,2.082156086855644
HF_L4_005,2023-06-23,9553.0,4920,1968,52776.0,1.9416666666666669,0.0372889705743032,1,2.0418316640757004,2.032378404698444
HF_L4_005,2023-06-24,10080.0,4326,3318,57612.0,2.3300970873786406,0.057591168659851,1,2.106344866144478,2.0427580103186576
HF_L4_005,2023-06-25,3840.0,3030,1830,36284.0,1.2673267326732671,0.0504340636626705,1,1.9676012407989811,1.975474039396648
HF_L4_005,2023-06-26,6120.0,3888,2016,37812.0,1.5740740740740742,0.0533149974876365,1,1.8335839482451035,1.9527888542114629
HF_L4_005,2023-06-27,8470.0,2975,2695,43552.0,2.847058823529412,0.0618786306339402,1,2.023163780177877,2.0476337152327946
HF_L4_005,2023-06-28,6612.0,3534,2356,47824.0,1.870967741935484,0.0492629377940407,1,2.030829501553276,2.071052593351339
HF_L4_005,2023-06-29,5966.0,2052,2698,40760.0,2.9074074074074074,0.0661907215230244,1,2.10551407623785,2.0894041626737825
HF_L4_005,2023-06-30,8651.0,2747,2542,51876.0,3.149253731343284,0.0490005204618617,1,2.278026514048796,2.159929089062248
HF_L4_005,2023-07-01,7600.0,4598,2356,49000.0,1.6528925619834711,0.0480806514152772,1,2.1812830104209144,2.143813938282696
HF_L4_005,2023-07-02,5280.0,3296,1952,39600.0,1.6019417475728157,0.0492916845534203,1,2.229085155406564,2.0983431981027727
HF_L4_005,2023-07-03,6760.0,4520,3560,51388.0,1.4955752212389382,0.0692755258907548,1,2.217871033572973,2.0257274909090386
HF_L4_005,2023-07-04,7953.0,3861,2475,34644.0,2.05982905982906,0.071438880069274,1,2.105409638758637,2.064286709468257
HF_L4_005,2023-07-05,5536.0,4192,2144,44288.0,1.3206106870229009,0.0484093115672063,1,2.026787202342554,2.0288083519479145
HF_L4_005,2023-07-06,5992.0,2408,1792,34156.0,2.488372093023256,0.0524636238545539,1,1.9669250145733888,2.03621954540562
HF_L4_005,2023-07-07,7006.0,2790,2232,30600.0,2.511111111111111,0.0729387928499068,1,1.8757617831116504,2.0768941485802226
HF_L4_005,2023-07-08,7378.0,3434,1938,45092.0,2.1485148514851486,0.0429778457853768,1,1.946564967326176,2.063923988873545
HF_L4_005,2023-07-09,6666.0,2673,2607,35804.0,2.493827160493827,0.0728110599078341,1,2.073977169172035,2.151531162289299
HF_L4_005,2023-07-10,7920.0,3432,2739,39288.0,2.3076923076923075,0.0697141693603807,1,2.18999389580823,2.2039324646906016
HF_L4_005,2023-07-11,7544.0,5289,2173,56556.0,1.426356589147287,0.0384214155630602,1,2.099497828567977,2.102453733663307
HF_L4_005,2023-07-12,6554.0,2958,1856,37552.0,2.215686274509804,0.0494234814795089,1,2.2273657696375344,2.127076485990044
HF_L4_005,2023-07-13,7524.0,3267,1782,42992.0,2.303030303030303,0.041448607912916,1,2.200888371067113,2.0839066928202508
HF_L4_005,2023-07-14,5525.0,2725,1375,31468.0,2.027522935779817,0.043693793892402,1,2.131804346019785,2.003783064565717
HF_L4_005,2023-07-15,7160.0,4400,2880,49172.0,1.6272727272727272,0.0585687267402843,1,2.0573411854180104,2.001953076372093
HF_L4_005,2023-07-16,5332.0,3441,2387,36928.0,1.5495495495495497,0.0646375477267188,1,1.922444383854542,1.998210776513288
HF_L4_005,2023-07-17,4368.0,3220,1820,33308.0,1.3565217391304347,0.0546398871175958,1,1.786562874059989,1.9882783849341092
HF_L4_005,2023-07-18,8820.0,2695,2205,42684.0,3.272727272727273,0.0516574909218695,1,2.050330114571416,2.0749139715696963
HF_L4_005,2023-07-19,8136.0,3384,2016,40352.0,2.404255319148936,0.0499591108467771,1,2.077268549519863,2.1523171595786987
HF_L4_005,2023-07-20,6369.0,3564,2277,37484.0,1.787037037037037,0.0607442977190876,1,2.003555225806539,2.1022217984368257
HF_L4_005,2023-07-21,7945.0,3885,2695,39168.0,2.045045045045045,0.0688044116520718,1,2.0060583842730004,2.0689313651463928
HF_L4_005,2023-07-22,4692.0,2461,1219,26424.0,1.9065420560747663,0.0461305581835383,1,2.045954002673292,2.051647594045652
HF_L4_005,2023-07-23,6669.0,3429,2052,34964.0,1.94488188976378,0.0586872586872586,1,2.1024300512753245,2.012437217564933
HF_L4_005,2023-07-24,9614.0,4408,2356,54412.0,2.181034482758621,0.0432984764670207,1,2.220217586079351,2.00339023006967
HF_L4_005,2023-07-25,8890.0,3430,1925,36652.0,2.591836734693877,0.0525195754781327,1,2.122947509217437,2.0866388118944266
HF_L4_005,2023-07-26,7095.0,4521,1452,36748.0,1.5693430656934306,0.0395112792184821,1,2.003674330152365,2.040471439836114
HF_L4_005,2023-07-27,4901.0,3219,2204,30128.0,1.5225225225225223,0.0731521125825616,1,1.9658865423645773,1.9847208840855584
