facility_id,day,total_staff,nurses_on_duty,doctors_on_duty,beds_occupied,beds_available,patient_visits,avg_congestion,weighted_demand,staff_to_patient_ratio,beds_occupancy_ratio,understaffed_flag
HF_L4_005,2023-03-13,57,29,20,185,107,35.0,339.54285714285714,56.0,1.5833333333333333,1.7289719626168225,1
HF_L4_005,2023-03-14,57,45,19,169,113,36.0,260.3888888888889,53.0,1.5405405405405406,1.4955752212389382,1
HF_L4_005,2023-03-15,69,39,23,149,102,29.0,279.3793103448276,44.0,2.3,1.46078431372549,1
HF_L4_005,2023-03-16,81,62,21,183,76,36.0,281.19444444444446,52.0,2.189189189189189,2.4078947368421053,1
HF_L4_005,2023-03-17,89,32,28,189,91,38.0,277.05263157894734,49.0,2.282051282051282,2.076923076923077,1
HF_L4_005,2023-03-18,51,29,25,203,139,37.0,304.1081081081081,55.0,1.3421052631578947,1.460431654676259,1
HF_L4_005,2023-03-19,76,31,25,197,118,26.0,370.11538461538464,41.0,2.814814814814815,1.6694915254237288,1
HF_L4_005,2023-03-20,64,39,20,220,100,30.0,272.8,55.0,2.064516129032258,2.2,1
HF_L4_005,2023-03-21,53,34,24,200,87,38.0,289.10526315789474,59.0,1.358974358974359,2.2988505747126435,1
HF_L4_005,2023-03-22,65,34,22,167,106,28.0,300.82142857142856,50.0,2.2413793103448274,1.5754716981132075,1
HF_L4_005,2023-03-23,56,30,22,201,107,40.0,352.55,55.0,1.3658536585365857,1.8785046728971964,1
HF_L4_005,2023-03-24,66,56,23,121,85,41.0,321.5609756097561,58.0,1.5714285714285714,1.423529411764706,1
HF_L4_005,2023-03-25,67,40,19,236,100,32.0,308.0625,46.0,2.0303030303030303,2.36,1
HF_L4_005,2023-03-26,61,40,22,183,81,43.0,315.51162790697674,66.0,1.3863636363636365,2.259259259259259,1
HF_L4_005,2023-03-27,56,58,20,198,73,44.0,335.79545454545456,64.0,1.2444444444444445,2.712328767123288,1
HF_L4_005,2023-03-28,65,27,21,121,120,38.0,295.1578947368421,57.0,1.6666666666666667,1.0083333333333333,1
HF_L4_005,2023-03-29,46,41,25,160,82,34.0,283.97058823529414,50.0,1.3142857142857145,1.951219512195122,1
HF_L4_005,2023-03-30,75,48,25,255,90,39.0,297.5128205128205,55.0,1.875,2.833333333333333,1
HF_L4_005,2023-03-31,50,26,26,185,114,22.0,298.6818181818182,27.0,2.1739130434782608,1.6228070175438596,1
HF_L4_005,2023-04-01,64,35,14,213,110,35.0,282.6857142857143,57.0,1.7777777777777777,1.9363636363636365,1
HF_L4_005,2023-04-02,57,31,16,170,125,24.0,297.9583333333333,40.0,2.28,1.36,1
HF_L4_005,2023-04-03,49,32,31,138,122,33.0,307.3333333333333,34.0,1.4411764705882353,1.1311475409836065,1
HF_L4_005,2023-04-04,54,41,22,240,121,41.0,301.390243902439,68.0,1.2857142857142858,1.983471074380165,1
HF_L4_005,2023-04-05,57,44,16,206,78,35.0,294.8857142857143,54.0,1.5833333333333333,2.641025641025641,1
HF_L4_005,2023-04-06,43,45,24,217,101,32.0,285.34375,44.0,1.303030303030303,2.1485148514851486,1
HF_L4_005,2023-04-07,75,43,28,123,98,31.0,300.51612903225805,50.0,2.34375,1.2551020408163265,1
HF_L4_005,2023-04-08,53,39,22,275,85,42.0,317.45238095238096,67.0,1.2325581395348837,3.235294117647059,1
HF_L4_005,2023-04-09,88,45,28,214,94,33.0,284.3636363636364,51.0,2.588235294117647,2.276595744680851,1
HF_L4_005,2023-04-10,64,38,20,268,97,25.0,311.28,37.0,2.4615384615384617,2.7628865979381443,1
HF_L4_005,2023-04-11,69,22,19,191,105,35.0,231.5142857142857,66.0,1.9166666666666667,1.819047619047619,1
HF_L4_005,2023-04-12,62,45,26,185,102,39.0,294.4871794871795,61.0,1.55,1.8137254901960784,1
HF_L4_005,2023-04-13,55,50,14,175,119,43.0,297.8372093023256,65.0,1.25,1.4705882352941178,1
HF_L4_005,2023-04-14,77,35,20,175,91,29.0,262.58620689655174,51.0,2.566666666666667,1.9230769230769231,1
HF_L4_005,2023-04-15,64,42,20,206,91,32.0,290.0,35.0,1.93939393939394,2.263736263736264,1
HF_L4_005,2023-04-16,82,24,20,188,106,43.0,305.8139534883721,69.0,1.8636363636363635,1.7735849056603774,1
HF_L4_005,2023-04-17,68,52,20,107,89,34.0,289.05882352941177,56.0,1.9428571428571428,1.202247191011236,1
HF_L4_005,2023-04-18,77,38,32,212,116,29.0,249.48275862068965,43.0,2.566666666666667,1.827586206896552,1
HF_L4_005,2023-04-19,53,49,25,233,94,38.0,347.3684210526316,58.0,1.358974358974359,2.478723404255319,1
HF_L4_005,2023-04-20,71,35,14,232,81,35.0,301.8285714285714,49.0,1.9722222222222223,2.8641975308641974,1
HF_L4_005,2023-04-21,57,41,20,215,127,30.0,289.6,49.0,1.8387096774193548,1.6929133858267718,1
HF_L4_005,2023-04-22,55,34,27,245,110,30.0,302.26666666666665,45.0,1.7741935483870968,2.227272727272727,1
HF_L4_005,2023-04-23,54,39,23,244,99,32.0,326.84375,34.0,1.6363636363636365,2.4646464646464645,1
HF_L4_005,2023-04-24,79,30,26,130,144,33.0,299.7575757575757,52.0,2.323529411764706,0.9027777777777778,1
HF_L4_005,2023-04-25,46,30,21,212,136,33.0,277.1515151515151,49.0,1.3529411764705883,1.5588235294117647,1
HF_L4_005,2023-04-26,58,45,20,153,80,32.0,280.25,49.0,1.7575757575757576,1.9125,1
HF_L4_005,2023-04-27,50,20,14,178,103,25.0,340.96,34.0,1.9230769230769231,1.7281553398058251,1
HF_L4_005,2023-04-28,69,36,32,212,82,34.0,314.2352941176471,60.0,1.9714285714285715,2.5853658536585367,1
HF_L4_005,2023-04-29,73,44,16,195,99,38.0,308.6578947368421,54.0,1.871794871794872,1.9696969696969693,1
HF_L4_005,2023-04-30,81,47,26,224,91,24.0,278.5,41.0,3.24,2.4615384615384617,1
HF_L4_005,2023-05-01,68,43,26,235,64,25.0,319.44,39.0,2.6153846153846154,3.671875,1
HF_L4_005,2023-05-02,61,47,17,168,88,31.0,342.7741935483871,44.0,1.90625,1.9090909090909087,1
HF_L4_005,2023-05-03,47,47,16,246,97,28.0,278.8928571428572,49.0,1.6206896551724137,2.536082474226804,1
HF_L4_005,2023-05-04,82,50,15,207,120,39.0,320.12820512820514,51.0,2.05,1.725,1
HF_L4_005,2023-05-05,60,29,26,203,107,39.0,277.948717948718,62.0,1.5,1.897196261682243,1
HF_L4_005,2023-05-06,59,55,26,268,107,36.0,277.8333333333333,49.0,1.5945945945945943,2.504672897196261,1
HF_L4_005,2023-05-07,57,52,23,218,104,32.0,272.3125,40.0,1.7272727272727273,2.0961538461538463,1
HF_L4_005,2023-05-08,58,43,23,254,88,32.0,330.1875,63.0,1.7575757575757576,2.886363636363636,1
HF_L4_005,2023-05-09,59,47,26,214,129,29.0,284.3103448275862,34.0,1.9666666666666663,1.6589147286821706,1
HF_L4_005,2023-05-10,57,30,18,180,120,38.0,287.1578947368421,75.0,1.4615384615384617,1.5,1
HF_L4_005,2023-05-11,53,36,21,205,100,33.0,265.06060606060606,41.0,1.5588235294117647,2.05,1
HF_L4_005,2023-05-12,63,53,22,149,101,25.0,281.48,38.0,2.423076923076923,1.4752475247524752,1
HF_L4_005,2023-05-13,64,40,26,157,107,35.0,286.9428571428571,39.0,1.7777777777777777,1.4672897196261685,1
HF_L4_005,2023-05-14,64,28,22,233,95,40.0,307.45,52.0,1.5609756097560976,2.4526315789473685,1
HF_L4_005,2023-05-15,69,35,22,158,76,29.0,330.86206896551727,51.0,2.3,2.0789473684210527,1
HF_L4_005,2023-05-16,54,42,16,202,73,27.0,329.85185185185185,40.0,1.9285714285714288,2.767123287671233,1
HF_L4_005,2023-05-17,64,33,24,178,94,28.0,367.8928571428572,42.0,2.206896551724138,1.893617021276596,1
HF_L4_005,2023-05-18,71,50,17,160,108,40.0,279.15,65.0,1.7317073170731707,1.4814814814814814,1
HF_L4_005,2023-05-19,75,30,22,221,77,48.0,280.8333333333333,76.0,1.530612244897959,2.8701298701298703,1
HF_L4_005,2023-05-20,61,35,18,243,87,39.0,287.2564102564103,49.0,1.525,2.793103448275862,1
HF_L4_005,2023-05-21,66,44,22,127,100,34.0,312.8235294117647,43.0,1.8857142857142857,1.27,1
HF_L4_005,2023-05-22,73,29,18,184,136,37.0,300.64864864864865,45.0,1.921052631578948,1.3529411764705883,1
HF_L4_005,2023-05-23,81,46,23,206,127,36.0,292.8888888888889,42.0,2.189189189189189,1.6220472440944882,1
HF_L4_005,2023-05-24,49,32,30,204,120,26.0,310.2307692307692,39.0,1.8148148148148149,1.7,1
HF_L4_005,2023-05-25,78,49,24,187,105,36.0,325.6111111111111,53.0,2.108108108108108,1.7809523809523808,1
HF_L4_005,2023-05-26,82,49,12,253,78,28.0,275.5357142857143,43.0,2.827586206896552,3.243589743589744,1
HF_L4_005,2023-05-27,65,31,20,198,107,22.0,329.59090909090907,32.0,2.8260869565217392,1.8504672897196264,1
HF_L4_005,2023-05-28,65,45,24,189,91,47.0,304.40425531914894,74.0,1.3541666666666667,2.076923076923077,1
HF_L4_005,2023-05-29,70,40,28,273,107,21.0,278.6190476190476,46.0,3.1818181818181817,2.5514018691588785,1
HF_L4_005,2023-05-30,76,38,20,257,67,36.0,325.1111111111111,37.0,2.054054054054054,3.835820895522388,1
HF_L4_005,2023-05-31,69,37,22,226,108,29.0,283.55172413793105,44.0,2.3,2.092592592592593,1
HF_L4_005,2023-06-01,75,34,22,254,110,27.0,278.85185185185185,40.0,2.6785714285714284,2.309090909090909,1
HF_L4_005,2023-06-02,52,37,18,171,112,34.0,296.2647058823529,55.0,1.4857142857142858,1.5267857142857142,1
HF_L4_005,2023-06-03,59,43,25,262,106,24.0,298.75,38.0,2.36,2.471698113207548,1
HF_L4_005,2023-06-04,62,35,18,167,86,31.0,350.38709677419354,47.0,1.9375,1.941860465116279,1
HF_L4_005,2023-06-05,76,35,29,169,126,36.0,334.77777777777777,52.0,2.054054054054054,1.3412698412698412,1
HF_L4_005,2023-06-06,75,33,25,229,101,32.0,295.0625,60.0,2.272727272727273,2.267326732673267,1
HF_L4_005,2023-06-07,46,40,23,295,124,30.0,261.2333333333333,33.0,1.4838709677419355,2.379032258064516,1
HF_L4_005,2023-06-08,69,44,13,250,63,27.0,310.2962962962963,42.0,2.4642857142857144,3.968253968253968,1
HF_L4_005,2023-06-09,60,46,22,219,83,40.0,280.9,58.0,1.4634146341463414,2.63855421686747,1
HF_L4_005,2023-06-10,44,32,19,201,92,32.0,274.40625,31.0,1.3333333333333333,2.1847826086956523,1
HF_L4_005,2023-06-11,79,46,29,190,86,39.0,313.8205128205128,64.0,1.975,2.209302325581396,1
HF_L4_005,2023-06-12,76,39,18,227,120,37.0,259.5135135135135,55.0,2.0,1.8916666666666664,1
HF_L4_005,2023-06-13,52,39,23,158,104,36.0,325.72222222222223,62.0,1.4054054054054057,1.5192307692307692,1
HF_L4_005,2023-06-14,70,44,25,179,116,33.0,303.06060606060606,34.0,2.0588235294117645,1.543103448275862,1
HF_L4_005,2023-06-15,52,31,22,273,103,25.0,344.28,37.0,2.0,2.650485436893204,1
HF_L4_005,2023-06-16,65,39,18,227,105,40.0,270.525,53.0,1.5853658536585369,2.1619047619047618,1
HF_L4_005,2023-06-17,64,44,21,201,107,31.0,252.7741935483871,44.0,2.0,1.8785046728971964,1
HF_L4_005,2023-06-18,46,57,16,244,109,37.0,266.27027027027026,55.0,1.2105263157894737,2.238532110091743,1
HF_L4_005,2023-06-19,58,32,18,206,82,29.0,320.58620689655174,51.0,1.933333333333333,2.5121951219512195,1
HF_L4_005,2023-06-20,48,57,15,190,125,35.0,299.51428571428573,44.0,1.3333333333333333,1.52,1
HF_L4_005,2023-06-21,60,36,23,189,104,33.0,289.030303030303,49.0,1.7647058823529411,1.8173076923076923,1
HF_L4_005,2023-06-22,68,38,22,217,91,36.0,297.22222222222223,52.0,1.837837837837838,2.3846153846153846,1
HF_L4_005,2023-06-23,48,42,18,233,120,41.0,321.8048780487805,50.0,1.1428571428571428,1.9416666666666669,1
HF_L4_005,2023-06-24,79,40,21,240,103,42.0,342.92857142857144,59.0,1.837209302325581,2.3300970873786406,1
HF_L4_005,2023-06-25,61,50,13,128,101,30.0,302.3666666666667,58.0,1.967741935483871,1.2673267326732671,1
HF_L4_005,2023-06-26,56,43,15,170,108,36.0,262.5833333333333,65.0,1.5135135135135136,1.5740740740740742,1
HF_L4_005,2023-06-27,77,25,18,242,85,35.0,311.0857142857143,50.0,2.138888888888889,2.847058823529412,1
HF_L4_005,2023-06-28,62,46,26,174,93,38.0,314.63157894736844,52.0,1.5897435897435896,1.870967741935484,1
HF_L4_005,2023-06-29,71,41,23,157,54,38.0,268.1578947368421,57.0,1.8205128205128205,2.9074074074074074,1
HF_L4_005,2023-06-30,62,45,28,211,67,41.0,316.3170731707317,73.0,1.4761904761904765,3.149253731343284,1
HF_L4_005,2023-07-01,62,46,15,200,121,38.0,322.3684210526316,45.0,1.5897435897435896,1.6528925619834711,1
HF_L4_005,2023-07-02,61,28,23,165,103,32.0,309.375,44.0,1.8484848484848484,1.6019417475728157,1
HF_L4_005,2023-07-03,89,44,25,169,113,40.0,321.175,63.0,2.1707317073170733,1.4955752212389382,1
HF_L4_005,2023-07-04,75,50,19,241,117,33.0,262.45454545454544,56.0,2.2058823529411766,2.05982905982906,1
HF_L4_005,2023-07-05,67,61,20,173,131,32.0,346.0,46.0,2.0303030303030303,1.3206106870229009,1
HF_L4_005,2023-07-06,64,45,19,214,86,28.0,304.9642857142857,44.0,2.206896551724138,2.488372093023256,1
HF_L4_005,2023-07-07,72,39,18,226,90,31.0,246.7741935483871,46.0,2.25,2.511111111111111,1
HF_L4_005,2023-07-08,57,53,25,217,101,34.0,331.55882352941177,43.0,1.6285714285714286,2.1485148514851486,1
HF_L4_005,2023-07-09,79,37,28,202,81,33.0,271.24242424242425,61.0,2.323529411764706,2.493827160493827,1
HF_L4_005,2023-07-10,83,34,25,240,104,33.0,297.6363636363636,58.0,2.4411764705882355,2.3076923076923075,1
HF_L4_005,2023-07-11,53,53,28,184,129,41.0,344.8536585365854,66.0,1.261904761904762,1.426356589147287,1
HF_L4_005,2023-07-12,64,46,20,226,102,29.0,323.7241379310345,43.0,2.1333333333333333,2.215686274509804,1
HF_L4_005,2023-07-13,54,52,22,228,99,33.0,325.6969696969697,43.0,1.588235294117647,2.303030303030303,1
HF_L4_005,2023-07-14,55,50,21,221,109,25.0,314.68,28.0,2.1153846153846154,2.027522935779817,1
HF_L4_005,2023-07-15,72,46,23,179,110,40.0,307.325,58.0,1.7560975609756098,1.6272727272727272,1
HF_L4_005,2023-07-16,77,53,22,172,111,31.0,297.80645161290323,47.0,2.40625,1.5495495495495497,1
HF_L4_005,2023-07-17,65,52,22,156,115,28.0,297.3928571428572,43.0,2.2413793103448274,1.3565217391304347,1
HF_L4_005,2023-07-18,63,50,20,252,77,35.0,304.8857142857143,60.0,1.75,3.272727272727273,1
HF_L4_005,2023-07-19,56,29,20,226,94,36.0,280.22222222222223,51.0,1.5135135135135136,2.404255319148936,1
HF_L4_005,2023-07-20,69,37,22,193,108,33.0,283.969696969697,49.0,2.0294117647058822,1.787037037037037,1
HF_L4_005,2023-07-21,77,37,21,227,111,35.0,279.77142857142854,45.0,2.138888888888889,2.045045045045045,1
HF_L4_005,2023-07-22,53,32,24,204,107,23.0,287.2173913043478,48.0,2.208333333333333,1.9065420560747663,1
HF_L4_005,2023-07-23,76,34,18,247,127,27.0,323.7407407407408,37.0,2.7142857142857144,1.94488188976378,1
HF_L4_005,2023-07-24,62,38,28,253,116,38.0,357.9736842105263,58.0,1.5897435897435896,2.181034482758621,1
HF_L4_005,2023-07-25,55,42,19,254,98,35.0,261.8,55.0,1.5277777777777777,2.591836734693877,1
HF_L4_005,2023-07-26,44,43,24,215,137,33.0,278.3939393939394,42.0,1.2941176470588236,1.5693430656934306,1
HF_L4_005,2023-07-27,76,44,16,169,111,29.0,259.7241379310345,43.0,2.533333333333333,1.5225225225225223,1
HF_L4_005,2023-07-28,57,28,22,204,109,42.0,250.95238095238096,64.0,1.3255813953488371,1.871559633027523,1
HF_L4_005,2023-07-29,79,38,29,222,113,31.0,302.1290322580645,37.0,2.46875,1.9646017699115044,1
HF_L4_005,2023-07-30,75,43,24,269,113,25.0,358.68,28.0,2.8846153846153846,2.380530973451328,1
HF_L4_005,2023-07-31,65,39,25,193,112,27.0,296.22222222222223,52.0,2.321428571428572,1.7232142857142858,1
HF_L4_005,2023-08-01,54,33,17,244,107,27.0,237.92592592592592,47.0,1.9285714285714288,2.2803738317757007,1
HF_L4_005,2023-08-02,67,34,22,276,115,35.0,312.45714285714286,41.0,1.8611111111111112,2.4,1
HF_L4_005,2023-08-03,71,32,25,208,112,28.0,331.67857142857144,41.0,2.4482758620689653,1.8571428571428568,1
HF_L4_005,2023-08-04,55,40,19,163,110,36.0,278.77777777777777,49.0,1.4864864864864864,1.481818181818182,1
HF_L4_005,2023-08-05,38,41,29,179,116,35.0,325.9428571428571,51.0,1.0555555555555556,1.543103448275862,1
HF_L4_005,2023-08-06,70,59,21,256,97,23.0,251.30434782608697,34.0,2.9166666666666665,2.6391752577319587,1
HF_L4_005,2023-08-07,42,38,20,167,103,41.0,270.8780487804878,72.0,1.0,1.6213592233009708,1
HF_L4_005,2023-08-08,64,51,31,140,101,24.0,306.1666666666667,40.0,2.56,1.386138613861386,1
HF_L4_005,2023-08-09,91,36,29,181,91,30.0,323.2,41.0,2.935483870967742,1.989010989010989,1
HF_L4_005,2023-08-10,74,44,23,116,100,28.0,318.35714285714283,44.0,2.5517241379310347,1.16,1
HF_L4_005,2023-08-11,60,37,19,189,118,27.0,317.1851851851852,41.0,2.142857142857143,1.6016949152542372,1
HF_L4_005,2023-08-12,68,34,22,194,84,33.0,242.12121212121207,42.0,2.0,2.3095238095238093,1
HF_L4_005,2023-08-13,52,46,20,236,81,36.0,337.1666666666667,61.0,1.4054054054054057,2.9135802469135803,1
HF_L4_005,2023-08-14,55,26,28,256,110,37.0,291.2162162162162,58.0,1.4473684210526316,2.327272727272727,1
HF_L4_005,2023-08-15,66,46,24,140,93,24.0,256.2916666666667,46.0,2.64,1.5053763440860215,1
HF_L4_005,2023-08-16,51,46,22,238,91,52.0,301.28846153846155,83.0,0.9622641509433962,2.6153846153846154,1
HF_L4_005,2023-08-17,55,40,19,211,81,36.0,228.0,59.0,1.4864864864864864,2.6049382716049383,1
HF_L4_005,2023-08-18,72,34,25,212,72,26.0,294.7692307692308,40.0,2.6666666666666665,2.9444444444444446,1
HF_L4_005,2023-08-19,70,35,29,204,119,27.0,266.48148148148147,44.0,2.5,1.7142857142857142,1
HF_L4_005,2023-08-20,53,29,19,163,104,36.0,312.3333333333333,53.0,1.4324324324324325,1.5673076923076923,1
HF_L4_005,2023-08-21,54,47,20,149,124,34.0,283.05882352941177,46.0,1.542857142857143,1.2016129032258065,1
HF_L4_005,2023-08-22,63,52,19,252,124,29.0,305.1034482758621,46.0,2.1,2.032258064516129,1
HF_L4_005,2023-08-23,58,34,20,223,90,38.0,298.39473684210526,58.0,1.4871794871794872,2.477777777777778,1
HF_L4_005,2023-08-24,50,38,22,184,100,34.0,298.4117647058824,50.0,1.4285714285714286,1.84,1
HF_L4_005,2023-08-25,69,37,16,196,89,29.0,284.3793103448276,46.0,2.3,2.202247191011236,1
HF_L4_005,2023-08-26,53,32,14,210,99,32.0,293.625,50.0,1.606060606060606,2.121212121212121,1
HF_L4_005,2023-08-27,73,48,27,131,106,38.0,291.2631578947368,51.0,1.871794871794872,1.2358490566037736,1
HF_L4_005,2023-08-28,66,43,14,232,85,39.0,293.3333333333333,70.0,1.65,2.7294117647058824,1
HF_L4_005,2023-08-29,59,56,25,172,112,36.0,274.19444444444446,52.0,1.5945945945945943,1.5357142857142858,1
HF_L4_005,2023-08-30,60,31,17,194,112,40.0,296.7,53.0,1.4634146341463414,1.7321428571428572,1
HF_L4_005,2023-08-31,57,39,23,225,109,29.0,299.0689655172414,42.0,1.9,2.0642201834862384,1
HF_L4_005,2023-09-01,77,48,16,152,113,31.0,305.16129032258067,50.0,2.40625,1.345132743362832,1
HF_L4_005,2023-09-02,83,44,28,237,93,29.0,292.62068965517244,41.0,2.7666666666666666,2.548387096774193,1
HF_L4_005,2023-09-03,76,40,21,114,89,27.0,304.81481481481484,49.0,2.7142857142857144,1.2808988764044944,1
HF_L4_005,2023-09-04,75,32,27,105,75,35.0,276.2857142857143,54.0,2.083333333333333,1.4,1
HF_L4_005,2023-09-05,72,32,21,242,102,37.0,299.2432432432432,48.0,1.894736842105263,2.372549019607843,1
HF_L4_005,2023-09-06,76,42,21,168,78,31.0,324.7096774193548,51.0,2.375,2.1538461538461537,1
HF_L4_005,2023-09-07,73,50,17,254,134,39.0,249.53846153846155,52.0,1.825,1.8955223880597007,1
HF_L4_005,2023-09-08,82,38,21,232,112,38.0,254.5,58.0,2.102564102564102,2.071428571428572,1
HF_L4_005,2023-09-09,56,26,18,193,90,33.0,285.90909090909093,48.0,1.6470588235294117,2.1444444444444444,1
HF_L4_005,2023-09-10,55,38,25,184,91,31.0,312.741935483871,56.0,1.71875,2.021978021978022,1
HF_L4_005,2023-09-11,68,39,25,202,77,32.0,294.875,38.0,2.060606060606061,2.623376623376624,1
HF_L4_005,2023-09-12,67,53,24,192,102,33.0,255.63636363636363,44.0,1.9705882352941173,1.8823529411764703,1
HF_L4_005,2023-09-13,68,33,23,167,91,20.0,263.45,27.0,3.238095238095238,1.835164835164835,1
HF_L4_005,2023-09-14,61,45,26,209,93,35.0,301.37142857142857,54.0,1.6944444444444444,2.247311827956989,1
HF_L4_005,2023-09-15,78,44,27,200,90,28.0,296.17857142857144,39.0,2.689655172413793,2.2222222222222223,1
HF_L4_005,2023-09-16,43,31,23,201,115,33.0,293.2121212121212,58.0,1.2647058823529411,1.7478260869565216,1
HF_L4_005,2023-09-17,73,39,28,165,132,38.0,320.55263157894734,49.0,1.871794871794872,1.25,1
HF_L4_005,2023-09-18,52,48,26,140,124,28.0,287.8928571428572,39.0,1.793103448275862,1.1290322580645162,1
HF_L4_005,2023-09-19,66,39,25,122,97,30.0,307.1666666666667,39.0,2.129032258064516,1.2577319587628866,1
HF_L4_005,2023-09-20,72,42,23,212,83,37.0,305.72972972972974,56.0,1.894736842105263,2.55421686746988,1
HF_L4_005,2023-09-21,63,26,26,172,85,35.0,298.9428571428571,56.0,1.75,2.023529411764706,1
HF_L4_005,2023-09-22,71,46,24,260,104,31.0,291.5806451612903,33.0,2.21875,2.5,1
HF_L4_005,2023-09-23,64,38,16,201,80,37.0,262.3243243243243,42.0,1.6842105263157894,2.5125,1
HF_L4_005,2023-09-24,55,31,25,153,104,33.0,287.45454545454544,45.0,1.6176470588235294,1.4711538461538465,1
HF_L4_005,2023-09-25,59,34,19,284,77,36.0,342.97222222222223,53.0,1.5945945945945943,3.688311688311688,1
HF_L4_005,2023-09-26,55,42,28,198,96,29.0,314.1034482758621,43.0,1.8333333333333333,2.0625,1
HF_L4_005,2023-09-27,54,28,19,213,122,31.0,307.0,35.0,1.6875,1.7459016393442623,1
HF_L4_005,2023-09-28,59,39,21,294,90,30.0,323.9,46.0,1.903225806451613,3.2666666666666666,1
HF_L4_005,2023-09-29,43,45,24,195,98,28.0,308.75,30.0,1.4827586206896552,1.989795918367347,1
HF_L4_005,2023-09-30,84,49,14,223,75,29.0,343.86206896551727,38.0,2.8,2.973333333333333,1
HF_L4_005,2023-10-01,65,44,25,269,73,28.0,317.8928571428572,33.0,2.2413793103448274,3.684931506849315,1
HF_L4_005,2023-10-02,52,33,19,213,96,39.0,293.38461538461536,53.0,1.3,2.21875,1
HF_L4_005,2023-10-03,77,53,21,228,73,36.0,279.6666666666667,65.0,2.081081081081081,3.1232876712328768,1
HF_L4_005,2023-10-04,64,25,24,129,84,33.0,319.1818181818182,46.0,1.8823529411764703,1.5357142857142858,1
HF_L4_005,2023-10-05,63,45,16,246,98,36.0,240.72222222222223,59.0,1.7027027027027026,2.510204081632653,1
HF_L4_005,2023-10-06,60,28,17,149,70,31.0,283.93548387096774,45.0,1.875,2.128571428571429,1
HF_L4_005,2023-10-07,78,34,23,200,96,46.0,314.5,60.0,1.6595744680851063,2.083333333333333,1
HF_L4_005,2023-10-08,57,53,22,192,86,29.0,228.48275862068965,47.0,1.9,2.232558139534884,1
HF_L4_005,2023-10-09,49,38,23,264,102,26.0,303.1923076923077,36.0,1.8148148148148149,2.588235294117647,1
HF_L4_005,2023-10-10,53,46,25,234,101,38.0,302.44736842105266,59.0,1.358974358974359,2.3168316831683167,1
HF_L4_005,2023-10-11,80,34,26,151,103,41.0,304.0487804878049,47.0,1.9047619047619049,1.4660194174757282,1
HF_L4_005,2023-10-12,67,52,24,188,129,37.0,267.86486486486484,58.0,1.763157894736842,1.4573643410852712,1
HF_L4_005,2023-10-13,51,29,23,194,132,30.0,315.8666666666667,46.0,1.6451612903225807,1.4696969696969695,1
HF_L4_005,2023-10-14,48,51,22,263,92,27.0,310.1851851851852,35.0,1.7142857142857142,2.858695652173913,1
HF_L4_005,2023-10-15,55,34,31,236,83,32.0,274.84375,58.0,1.6666666666666667,2.8433734939759034,1
HF_L4_005,2023-10-16,53,53,21,245,102,30.0,302.7333333333333,58.0,1.7096774193548387,2.4019607843137254,1
HF_L4_005,2023-10-17,58,34,19,172,72,35.0,314.37142857142857,56.0,1.6111111111111112,2.388888888888889,1
HF_L4_005,2023-10-18,80,37,23,173,92,25.0,273.36,42.0,3.076923076923077,1.880434782608696,1
HF_L4_005,2023-10-19,69,48,31,206,102,27.0,332.55555555555554,58.0,2.4642857142857144,2.019607843137255,1
HF_L4_005,2023-10-20,38,29,21,138,112,28.0,338.6428571428572,48.0,1.3103448275862069,1.2321428571428572,1
HF_L4_005,2023-10-21,89,40,24,206,82,31.0,295.03225806451616,58.0,2.78125,2.5121951219512195,1
HF_L4_005,2023-10-22,74,32,18,209,94,23.0,349.1304347826087,45.0,3.083333333333333,2.223404255319149,1
HF_L4_005,2023-10-23,52,32,28,186,69,24.0,317.5833333333333,46.0,2.08,2.6956521739130435,1
HF_L4_005,2023-10-24,69,46,17,195,112,40.0,327.425,58.0,1.6829268292682926,1.7410714285714286,1
HF_L4_005,2023-10-25,50,40,25,260,110,44.0,313.95454545454544,66.0,1.1111111111111112,2.363636363636364,1
HF_L4_005,2023-10-26,67,43,21,202,126,25.0,283.32,50.0,2.576923076923077,1.6031746031746033,1
HF_L4_005,2023-10-27,38,56,14,142,105,30.0,303.26666666666665,46.0,1.2258064516129032,1.3523809523809525,1
HF_L4_005,2023-10-28,56,33,18,210,83,23.0,305.1304347826087,41.0,2.333333333333333,2.5301204819277108,1
HF_L4_005,2023-10-29,72,29,20,182,94,32.0,355.03125,47.0,2.1818181818181817,1.9361702127659568,1
HF_L4_005,2023-10-30,76,39,24,208,103,32.0,307.96875,46.0,2.303030303030303,2.019417475728156,1
HF_L4_005,2023-10-31,54,45,23,204,101,27.0,304.81481481481484,41.0,1.9285714285714288,2.01980198019802,1
HF_L4_005,2023-11-01,61,25,24,247,112,26.0,339.4230769230769,46.0,2.259259259259259,2.205357142857143,1
HF_L4_005,2023-11-02,56,41,23,214,112,37.0,285.4864864864865,61.0,1.4736842105263157,1.9107142857142856,1
HF_L4_005,2023-11-03,57,39,22,243,107,30.0,295.43333333333334,40.0,1.8387096774193548,2.2710280373831777,1
HF_L4_005,2023-11-04,70,37,21,217,93,31.0,289.48387096774195,41.0,2.1875,2.333333333333333,1
HF_L4_005,2023-11-05,70,37,27,233,102,35.0,326.62857142857143,56.0,1.9444444444444444,2.284313725490196,1
